survey_year,season,s1q2,s2q4,CropCategory,s2q21,s2q28,storage_type_clean,plot_weight,total_loss_kg,loss_rate_pct,s2q41,s2q42,s2q43,s2q44,s2q45,s2q46,s2q47,s2q48,s2q49,s2q50
2024,A,Gasabo,Other fodder crop (specify),Fodder crops,118.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Bush bean,Bush bean,250.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize for fodder,Fodder crops,450.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Cooking banana,Cooking banana,2919.0,350.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Other annual crops (specify).,Other crops,5000.0,120.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize for fodder,Fodder crops,30000.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Bush bean,Bush bean,173.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize for fodder,Fodder crops,12.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Avocado,Fruits,722.0,800.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Bush bean,Bush bean,8.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Desmodium,Fodder crops,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize for fodder,Fodder crops,15.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Mango,Fruits,700.0,200.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Other annual crops (specify).,Other crops,1200.0,120.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize for fodder,Fodder crops,1200.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Other fodder crop (specify),Fodder crops,342.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize for fodder,Fodder crops,1220.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Amaranth,Vegetables,80.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Tomato,Vegetables,120.0,300.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Paddy rice,Paddy rice,891100.0,545.0,,1.0,539.0,0.06,0.0,20.0,100.0,25.0,100.0,94.0,0.0,0.0,100.0,100.0
2024,A,Gasabo,Avocado,Fruits,1000.0,750.0,,1.0,620.0,62.0,50.0,0.0,0.0,20.0,50.0,20.0,0.0,430.0,20.0,30.0
2024,A,Gasabo,Mango,Fruits,1100.0,,,1.0,920.0,83.64,500.0,50.0,20.0,0.0,50.0,50.0,0.0,250.0,0.0,0.0
2024,A,Gasabo,Mango,Fruits,350.0,,,1.0,920.0,100.0,500.0,50.0,20.0,0.0,50.0,50.0,0.0,250.0,0.0,0.0
2024,A,Gasabo,Avocado,Fruits,12000.0,750.0,,1.0,620.0,5.17,50.0,0.0,0.0,20.0,50.0,20.0,0.0,430.0,20.0,30.0
2024,A,Gasabo,Bush bean,Bush bean,40.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Mango,Fruits,50.0,,,1.0,920.0,100.0,500.0,50.0,20.0,0.0,50.0,50.0,0.0,250.0,0.0,0.0
2024,A,Gasabo,Cooking banana,Cooking banana,60.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,1436.0,300.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Napia grass for fodder,Fodder crops,32400.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,5091.0,300.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,8063.0,300.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,7499.0,300.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize for fodder,Fodder crops,2520.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Other fodder crop (specify),Fodder crops,625.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Napia grass for fodder,Fodder crops,43200.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Bush bean,Bush bean,228.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,710.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Bush bean,Bush bean,121.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,1091.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Other fodder crop (specify),Fodder crops,150.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Sweet potato,Sweet potato,6500.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Irish potato,Irish potato,400.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,905.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,18.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Bush bean,Bush bean,12.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Napia grass for fodder,Fodder crops,61200.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,220.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Sweet potato,Sweet potato,5000.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,6381.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Bush bean,Bush bean,702.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,201.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Bush bean,Bush bean,101.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Sweet potato,Sweet potato,3500.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,245.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Bush bean,Bush bean,75.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Other fodder crop (specify),Fodder crops,29880.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Paddy rice,Paddy rice,54530.0,,,1.0,500.0,0.92,0.0,0.0,0.0,0.0,0.0,200.0,0.0,300.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,50000.0,300.0,,1.0,106.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0
2024,A,Gasabo,Paddy rice,Paddy rice,39400.0,545.0,,1.0,760.0,1.93,150.0,60.0,100.0,0.0,50.0,200.0,0.0,200.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,19268.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Avocado,Fruits,1581.0,510.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Cooking banana,Cooking banana,390.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,3828.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,8204.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Avocado,Fruits,791.0,510.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,31896.0,400.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,30240.0,400.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Paddy rice,Paddy rice,169680.0,550.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Napia grass for fodder,Fodder crops,240000.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Cooking banana,Cooking banana,3780.0,,,1.0,60.0,1.59,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Other fodder crop (specify),Fodder crops,3000.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Bush bean,Bush bean,20.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,3544.0,400.0,,1.0,17.0,0.48,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0
2024,A,Gasabo,Napia grass for fodder,Fodder crops,30000.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Dessert banana,Dessert banana,1020.0,150.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Cooking banana,Cooking banana,1920.0,400.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,270.0,400.0,,1.0,17.0,6.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0
2024,A,Gasabo,Dessert banana,Dessert banana,384.0,150.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Banana for beer,Banana for beer,1170.0,150.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Cooking banana,Cooking banana,2420.0,400.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,2660.0,400.0,,1.0,17.0,0.64,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0
2024,A,Gasabo,Banana for beer,Banana for beer,780.0,150.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Dessert banana,Dessert banana,432.0,150.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Cooking banana,Cooking banana,1020.0,400.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gasabo,Maize,Maize,111.0,400.0,,1.0,17.0,15.32,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0
2024,A,Gasabo,French beans   ,Vegetables,4000.0,600.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Kicukiro,Maize,Maize,37000.0,1000.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Kicukiro,Soybean,Soybean,3500.0,600.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Kicukiro,Napia grass for fodder,Fodder crops,62125.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Kicukiro,Avocado,Fruits,42000.0,500.0,,1.0,50.0,0.12,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Kicukiro,Cooking banana,Cooking banana,1662.0,,,1.0,76.0,4.57,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Kicukiro,Bush bean,Bush bean,70.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Kicukiro,Maize,Maize,4500.0,,,1.0,300.0,6.67,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Kicukiro,Bush bean,Bush bean,50.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Kicukiro,Avocado,Fruits,785.0,500.0,,1.0,50.0,6.37,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Kicukiro,Paddy rice,Paddy rice,327000.0,547.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Kicukiro,Maize,Maize,127100.0,670.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Cooking banana,Cooking banana,4125.0,250.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Dessert banana,Dessert banana,7500.0,90.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Banana for beer,Banana for beer,13500.0,90.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Amaranth,Vegetables,6772.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Pepper,Vegetables,750.0,2000.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Napia grass,Other crops,2400.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Beet root,Vegetables,400.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Pepper,Vegetables,750.0,2000.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Eggplant,Vegetables,600.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Other seasonal vegetables(specify),Vegetables,700.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Amaranth,Vegetables,2964.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Maize,Maize,15.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Bush bean,Bush bean,10.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Amaranth,Vegetables,2964.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Paddy rice,Paddy rice,531415.0,540.0,,1.0,8600.0,1.62,600.0,0.0,5000.0,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0
2024,A,Nyanza,Paddy rice,Paddy rice,242294.0,550.0,,1.0,2985.0,1.23,0.0,0.0,0.0,2000.0,500.0,0.0,0.0,485.0,0.0,0.0
2024,A,Nyanza,Maize,Maize,250305.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Maize,Maize,35500.0,400.0,,1.0,1500.0,4.23,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,500.0,0.0,0.0
2024,A,Nyanza,Paddy rice,Paddy rice,126004.0,550.0,,1.0,1040.0,0.83,0.0,0.0,0.0,0.0,500.0,0.0,0.0,540.0,0.0,0.0
2024,A,Nyanza,Paddy rice,Paddy rice,190800.0,550.0,,1.0,19465.0,10.2,0.0,1325.0,660.0,0.0,8740.0,0.0,0.0,0.0,0.0,8740.0
2024,A,Nyanza,Paddy rice,Paddy rice,743600.0,550.0,,1.0,23750.0,3.19,400.0,200.0,3150.0,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
2024,A,Nyanza,Maize,Maize,263661.0,430.0,,1.0,386.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0
2024,A,Nyanza,Maize,Maize,325800.0,,,1.0,5450.0,1.67,0.0,0.0,50.0,3600.0,0.0,0.0,0.0,1800.0,0.0,0.0
2024,A,Nyanza,Avocado,Fruits,2328.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,Avocado,Fruits,1440.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Nyanza,French beans   ,Vegetables,8000.0,400.0,,1.0,300.0,3.75,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0
2024,A,Gisagara,Paddy rice,Paddy rice,145696.0,550.0,,1.0,2057.0,1.41,0.0,0.0,343.0,0.0,1714.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gisagara,Maize,Maize,49000.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gisagara,Paddy rice,Paddy rice,598006.0,550.0,,1.0,26554.0,4.44,300.0,0.0,2917.0,0.0,8751.0,0.0,0.0,14586.0,0.0,0.0
2024,A,Gisagara,Maize,Maize,216000.0,,,1.0,1200.0,0.56,0.0,0.0,0.0,1200.0,0.0,100.0,-340.0,0.0,240.0,0.0
2024,A,Gisagara,Paddy rice,Paddy rice,1184400.0,560.0,,1.0,60800.0,5.13,0.0,0.0,35800.0,22000.0,0.0,0.0,0.0,2000.0,600.0,400.0
2024,A,Gisagara,Paddy rice,Paddy rice,1737599.0,545.0,,1.0,48171.0,2.77,0.0,0.0,8602.0,0.0,17204.0,0.0,0.0,22365.0,0.0,0.0
2024,A,Gisagara,Paddy rice,Paddy rice,880634.0,545.0,,1.0,7074.0,0.8,0.0,0.0,1895.0,800.0,1460.0,1460.0,-1.0,1440.0,20.0,0.0
2024,A,Gisagara,Maize,Maize,314700.0,,,1.0,14686.0,4.67,0.0,0.0,5245.0,9441.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gisagara,Paddy rice,Paddy rice,1016204.0,540.0,,1.0,2571.0,0.25,0.0,0.0,0.0,571.0,0.0,0.0,0.0,1000.0,700.0,300.0
2024,A,Gisagara,Paddy rice,Paddy rice,1590111.0,550.0,,1.0,75277.0,4.73,900.0,0.0,16169.0,0.0,9701.0,0.0,0.0,48507.0,0.0,0.0
2024,A,Gisagara,Maize,Maize,33900.0,,,1.0,678.0,2.0,0.0,0.0,0.0,678.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gisagara,Paddy rice,Paddy rice,91922.0,565.0,,1.0,13230.0,14.39,3570.0,3060.0,5100.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gisagara,Paddy rice,Paddy rice,2243000.0,640.0,,1.0,11500.0,0.51,2000.0,4000.0,1500.0,1000.0,0.0,0.0,0.0,2000.0,600.0,400.0
2024,A,Gisagara,Paddy rice,Paddy rice,502320.0,545.0,,1.0,1500.0,0.3,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gisagara,Maize,Maize,260584.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gisagara,Paddy rice,Paddy rice,142572.0,550.0,,1.0,4806.0,3.37,0.0,0.0,0.0,0.0,2403.0,500.0,0.0,1500.0,403.0,0.0
2024,A,Gisagara,Paddy rice,Paddy rice,229968.0,550.0,,1.0,11190.0,4.87,0.0,0.0,0.0,0.0,5595.0,3000.0,0.0,1000.0,1595.0,0.0
2024,A,Gisagara,Maize,Maize,519933.0,,,1.0,50.0,0.01,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gisagara,Maize,Maize,59500.0,,,1.0,2295.0,3.86,0.0,1105.0,0.0,1190.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gisagara,Maize,Maize,79040.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,A,Gisagara,Maize,Maize,208440.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
